vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,igvp,,,,,
Mariendorfer Straße,Schiffahrter Damm,sa,01.04.2017,17:00,5,,z,,,,,2,,,,,,,2,,,,21,vec,21,ms,,621,,14,,,,,,?,,,,,,,,
Bahnhofstraße,Windhorststraße,sa,01.04.2017,20:17,5,,z,,,,,2,,,,,,1,1,,,,11,ms,21,ms,,623,,14,,,,1,,17,,,,,,,,
Am Burloh,21,mo,03.04.2017,16:10,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,49,,,,,,,,
Frie-Vendt-Straße,Busparkplatz,mo,03.04.2017,11:56,5,,z,,,,,2,,,,,,,,,2,,33,bor,33,st,,703,,14,,,,,,45,,,,,,,,
Landoisstraße,9,mo,03.04.2017,15:00,5,,m,,,,,2,,,,,,,2,,,,21,sz,21,ms,,551,,37,,,,,,27,,,,,,,,
Mersmannsstiege,Parkplatz HBZ,mo,03.04.2017,16:45,5,,m,,,,,2,,,,,,,2,,,,21,te,21,ms,,703,,14,,,,,,19,,,,,,,,
Schloßplatz,Parkplatz,mo,03.04.2017,13:00,5,,m,,,,,2,,,,,,,2,,,,21,bf,21,st,,703,,36,,,,,,53,,,,,,,,
Metzer Straße,Parkplatz Rewe,mo,03.04.2017,16:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,33,,,,,,,,
Urbanstraße,Achtermannstraße,mo,03.04.2017,14:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lh,,631,,26,,,,,,23,,,,,,,,
Gut Insel,Kappenberger Damm,mo,03.04.2017,11:30,5,,m,,,,,2,,,,,,,2,,,,21,hf,21,un,,592,,14,,,,,,38,,,,,,,,
Heroldstraße,4,mo,03.04.2017,12:30,5,,m,,,,,2,,,,,,,,1,,1,22,ms,40,ge,,501,,14,,,,,,81,,,,,,,,
Düesbergweg,124,mo,03.04.2017,09:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,712,,44,,,,,,79,,,,,,,,
Osttor,86,sa,01.04.2017,04:30,5,,,o,,,,1,,,,,,,,,1,,33,ms,,,,751,,0,,86,,2,,41,,,,,,,,
Hagenschneider Weg,5,sa,01.04.2017,15:00,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,711,,36,,,,,,56,,,,,,,,
Weseler Straße,693,so,02.04.2017,14:05,5,,o,,,,,2,,,,,,,2,,,,21,st,21,,,501,,14,,,,,,62,,,,,,,,
Hammer Straße,12a,sa,01.04.2017,13:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,,72,,,,,,,,
Weißenburgstraße,Metzer Straße,so,02.04.2017,20:05,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,hr,,799,,45,,,,1,,51,,,,,,,,
Tibusstraße,Parkhaus,so,02.04.2017,12:00,5,,o,,,,,2,,,,,,,2,,,,21,ac,21,mi,,703,,36,,,,2,,30,,,,,,,,
Dodostraße,Havichhorststraße,sa,01.04.2017,14:55,5,,m,,,,,2,,,,,,,2,,,,21,eu,21,ms,,594,,14,,,,,,24,,,,,,,,
Wolbecker Straße,302,sa,01.04.2017,13:50,5,,m,,,,,3,,,,,,,3,,,,21,te,21,gm,,623,,14,,,,,,21,,,,,,,,
Hamburger Straße,36,sa,01.04.2017,17:45,5,,m,,,,,2,,,,,,,,1,,1,22,ms,40,st,,501,,14,,,,,,30,,,,,,,,
Hoyastraße,34,so,02.04.2017,17:05,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,mtk,,711,,36,,,,,,18,,,,,,,,
Mathilde-Anneke-Weg,1,so,02.04.2017,23:25,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2,,19,,,,,,,,
Marktallee,88,sa,01.04.2017,12:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,651,,26,,,,,,61,,,,,,,,
Eichsfelderstraße,5,di,04.04.2017,16:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,,42,,,,,,,,
Wevelinghofergasse,21,mo,03.04.2017,09:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,62,,,,,,,,
Dülmener Straße,Oberort,mo,03.04.2017,22:30,5,,m,,,,,1,,,,,,,,1,,,46,PL,,,,799,,49,,,,2/3,,62,,Stadt,,,,,,
Roxeler Straße,Von-Esmarch-Straße,mo,03.04.2017,08:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,34,,,,,,,,
An der Alten Ziegelei,33,mo,03.04.2017,15:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,84,,,,,,,,
Warendorfer Straße,Piusallee,mo,03.04.2017,11:33,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,nrw,,623,,14,,,,,,39,,,,,,,,
Cheruskerring,44,mo,03.04.2017,20:30,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,do,,711,,36,,,,2,,72,,,,,,,,
Leonardo-Campus,,mo,03.04.2017,19:55,5,,m,,,,,2,,,,,,,2,,,,21,wes,21,ms,,571,,36,,,,,,18,,,,,,,,
Heidegrund,Zum Bergbusch,mo,03.04.2017,12:55,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,st,,202,,35,,,,,,66,,,,,,,,
Roxeler Straße,416,mo,03.04.2017,14:40,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,hh,,703,,36,,,,,,78,,,,,,,,
Dingbängerweg,31,mo,03.04.2017,17:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,85,,,,,,,,
Hohenzollernring,72,mo,03.04.2017,17:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,42,,,,,,,,
Albersloher Weg,Gremmendorfer Weg,mi,08.03.2017,11:50,5,,a,,,,,2,,,,,,,1,1,,,59,ms,21,ms,,201,,14,,,,,,50,,AWM,702000-012503-17/6,,,,,
Friedrich-Ebert-Straße,Dahlweg,so,05.03.2017,03:54,4,,a,,,,,2,,,,,,,2,,,,21,ms,21,st,01,599,,49,,,,2,1,26,,"1,32 °/oo",702000-011870-17/9,,,,,
Friedrich-Ebert-Straße,Parkplatz E-Center,so,05.03.2017,15:25,5,x,a,,,,,2,,,,,,,2,,,,21,ms,21,waf,,703,,36,,,,,,26,,,702000-011906-17/8,,,,,
Weseler Straße,RWE,do,02.03.2017,16:45,3,,a,,,,3,3,,,,,,,3,,,,21,ms,21,coe,,611,,14,,,,,1,32,36,,702000-011511-17/6,,,,,
Hammer Straße,Siemensstraße,mi,05.04.2017,20:50,3,,a,,,,1,2,1,,,,,,1,,,,21,ms,81,,,241,,40,39,,,2,,77,82,,702000-018235-17/9,,,,,
Kaiser-Wilhelm-Ring,Burchardstraße,mi,05.04.2017,17:50,5,,a,,,,,2,,,,,,,1,1,,,21,ms,46,bor,,303,,89,28,,,,,55,,,702000-018213-17/9,,,,,
Dahlweg,16,do,02.03.2017,14:00,5,x,a,,,,,2,,,,,,,1,,,,,,21,ms,,599,,49,,,,,,F,,,702000-012743-17/4,,,,,
Himmelreichallee,Einfahrt LBS,so,26.03.2017,17:20,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,bf,,681,,49,,,,,,38,,,702000-017366-17/0,,,,,
Rektoratsweg,Im Moorhock,di,04.04.2017,18:35,3,,a,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,301,,27,,,,,,21,21,,702000-017983-17/7,,,,,
Marktallee,62,mi,08.02.2017,12:15,6,x,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,01,701,,36,,,,,1,42,,"1,87 °/oo",702000-007261-17/9,,,,,
Fürstenbergstraße,14,mo,27.02.2017,19:00,3,,a,,,,1,2,1,,,,,,1,,,,21,ms,81,,,241,,28,,,,2,1,36,19,,702000-012206-17/7,,,,,
Wilhelmstraße,16a,di,04.04.2017,08:30,5,,m,,,,,2,,,,,,,1,1,,,44,gm,21,ms,,601,,14,,,,,,52,,,,,,,,
Brunostraße,4,fr,10.03.2017,17:45,5,x,a,,,,,2,,,,,,,1,,,,,,21,k,,799,,89,,,,,,F,,,702000-015063-17/1,,,,,
Sentmaringer Weg,118,mo,20.03.2017,21:55,5,x,a,,,,,2,,,,,,,1,,,,,,21,ms,,682,,89,,,,2,1,F,,,702000-014785-17/2,,,,,
Westfalenstraße,167,mo,13.03.2017,17:50,5,x,a,,,,,2,,,,,,,1,,,,,,21,waf,,703,,89,,,,,,F,,,702000-013666-17/4,,,,,
Kerstingskamp,Rektoratsweg,di,07.03.2017,11:20,3,,a,,,,1,2,,1,,,,,1,,,,71,,59,ms,,699,,9,11,,,,1,74,47,AWM,702000-012326-17/1,,,,,
Marktallee,22,mo,06.03.2017,11:00,5,x,a,,,,,2,,,,,,,1,,,,,,21,ms,,599,,49,,,,,,F,,,702000-012037-17/5,,,,,
Emdener Straße,13,mo,13.03.2017,18:50,5,x,a,,,,,2,,,,,,,2,,,,21,ms,21,sdh,,702,,14,,,,1,,50,,,702000--0113482-17/6,,,,,
Dingbängerweg,Woestenkamp,di,28.02.2017,18:20,5,x,a,,,,,2,,,,,,,2,,,,21,,21,ms,,682,,49,,,,2,1,F,,,702000-010964-17/3,,,,,
Dorotheenstraße,6,fr,10.03.2017,19:10,2,,a,,,1,,2,,2,j/n,,,,,,,,71,,71,,,371,,37,,,,2,,56,29,,702000-013049-17/7,,,,,
Lindenstraße,29 Parkplatz,mi,05.04.2017,10:30,5,x,a,,,,,2,,,,,,,2,,,,21,,21,st,,799,,49,,,,2,,F,,,702000-018446-17/3,,,,,
Coermühle,Hessenweg,di,14.03.2017,16:40,2,,a,,,1,,2,,1,n,,,,1,,,,21,waf,71,,,321,,89,,,,,,32,56,,702000-013669-17/1,,,,,
Ronnebergweg,Geistschule,di,04.04.2017,06:45,5,,m,,,,,2,,,,,,,2,,,,21,el,21,ms,,711,,36,,,,1,,50,,,,,,,,
Graelstraße,Hafenstraße,di,04.04.2017,13:11,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,621,,14,,,,,,54,,,,,,,,
Graelstraße,22,di,04.04.2017,18:19,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,46,,,,,,,,
Schiffahrter Damm,Sudmühlenstraße,di,04.04.2017,09:50,5,,o,,,,,2,,,,,,,,2,,,40,ms,51,hsk,,322,,31,,,,,,46,,,,,,,,
Albert-Schweitzer-Straße,Parkplatz UKM,di,04.04.2017,14:55,5,,o,,,,,2,,,,,,,2,,,,21,un,21,wi,,703,,36,,,,,,50,,,,,,,,
Am Kanonengraben,Ludgeriplatz,di,04.04.2017,18:25,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,vec,,701,,49,,,,,,46,,,,,,,,
Hessenbusch,Köstended,di,04.04.2017,10:35,5,,o,,,,,2,,,,,,,1,,,1,59,waf,21,ms,,711,,36,,,,,,33,,,,,,,,
Ludwig-Wolker-Straße,22,di,04.04.2017,19:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,53,,,,,,,,
Frauenstraße,24,di,04.04.2017,20:57,5,,o,,,,,2,1,,,,,,1,,,,81,,21,gel,,799,,49,,,,,,21,,,,,,,,
Friedrichstraße,Warendorfer Straße,di,04.04.2017,08:34,5,,o,,,,,2,,,,,,,1,,,1,21,ms,,,,703,,36,,,,,,34,,,,,,,,
Hohenzollernring,Warendorfer Straße,di,04.04.2017,19:05,5,,m,,,,,2,,,,,,,2,,,,21,me,21,ms,,711,,36,,,,,,30,,,,,,,,
Marktallee,88,di,04.04.2017,12:30,5,,m,,,,,2,,,,,,,1,,,1,21,ms,,,,711,,36,,,,,,28,,,,,,,,
Hiltruper Straße,Buxtrup,di,04.04.2017,18:42,5,,o,,,,,2,,,,,,,1,,,1,21,ms,,,,101,,49,,,,,,53,,,,,,,,
Moränenstraße ,1,di,04.04.2017,18:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,49,,,,,,23,,,,,,,,
Marktallee,38,mo,03.04.2017,18:35,5,,m,,,,,2,,,,,,,1,1,,,44,coe,21,ms,,501,,14,,,,,,42,,,,,,,,
Warendorfer Straße,102,mo,03.04.2017,09:30,5,,o,,,,,2,,,,,,,,2,,,40,ms,40,ms,,399,,49,,,,,,43,,,,,,,,
Telgter Straße,Freckenhorster Straße,di,04.04.2017,05:52,2,,a,,,1,,1,,,,,,,1,,,,21,waf,,,,763,,89,,,,2,1,40,,,702000-012184-17/5,,,,,
Münsterstraße,109,mi,22.03.2017,08:00,5,x,a,,,,,2,,,,,,,1,,,,,,21,ms,,501,,89,,,,,,F,,,702000-015422-17/6,,,,,
Wolbecker Straße,36,di,14.02.2017,18:25,3,,a,,,,2,2,1,1,j,,,,,,,,81,,71,,,421,,69,,,,1,,20,31,,702000-008291-17/5,,,,,
Wichernstraße,40,fr,24.03.2017,18:45,5,x,a,,,,,2,,,,,,,2,,,,21,,21,wst,,501,,89,49,,,,,F,,,702000-015986-17/8,,,,,
Egbert-Snoek-Straße,1,so,02.04.2017,16:00,5,x,a,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,49,,,,,,F,,,702000-017494-17/7,,,,,
Robert-Bosch-Straße,2,sa,01.04.2017,18:00,5,x,a,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,49,,,,,,F,,,702000-017412-17/1,,,,,
B51,Wolbecker Straße,mi,22.03.2017,07:26,5,x,a,,,,,2,,,,,,,1,1,,,21,coe,51,sl,,633,,14,,,,,,31,,,702000-015114-17/7,,,,,
Middelkamp,6,mi,05.04.2017,06:50,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,49,,,,,,80,,,702000-018017-17/1,,,,,
Scheibenstraße,86,fr,31.03.2017,08:45,5,x,a,,,,,2,,,,,,,2,,,,21,,21,hk,,799,,49,,,,,,F,,,702000-017315-17/6,,,,,
Hohe Geest,186,fr,31.03.2017,09:45,5,x,a,,,,,2,,,,,,,2,,,,21,,21,ms,,799,,49,,,,,,F,,,702000-017217-17/5,,,,,
Nienkamp,54,mi,29.03.2017,13:15,5,x,a,,,,,3,,,,,,,3,,,,21,,21,ms,,799,,49,,,,,,F,,,702000-016821-17/8,,,,,
Laerer Landweg,117,so,02.04.2017,01:00,5,x,a,,,,,2,,,,,,,2,,,,21,,21,lh,,799,,49,,,,2,,F,,,702000-017453-17/4,,,,,
Coerdeplatz,18,do,16.03.2017,22:45,5,x,a,,,,,2,,,,,,,2,,,,21,,21,ms,,799,,49,,,,2,,F,,,702000-014370-17/8,,,,,
Hafenweg,24,di,28.02.2017,06:55,5,x,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,49,,,,1,,27,,,702000-010793-17/3,,,,,
Heeremansweg,Parkplatz Münnich,so,26.03.2017,23:00,5,x,a,,,,,2,,,,,,,2,,,,21,,21,kib,,703,,89,14,,,2,,F,,,702000-016681-17/0,,,,,
Hammer Straße,292,fr,07.04.2017,19:15,3,,a,,,,2,2,,,,,,,2,,,,21,coe,21,ms,,603,,14,,,,1,,34,33,,702000-018656-17/8,,,,,
B51,Höhe Maikottenweg 26,fr,24.03.2017,15:30,3,,a,,,,1,3,,,,,,,3,,,,21,coe,21,noh,,601,,89,,,,,,38,44,,702000-015906-17/0,,,,,
Goebenstraße,1,fr,10.02.2017,10:30,5,x,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,799,,49,,,,,,72,,,702000-007972-17/3,,,,,
Heisstraße,12,mi,08.02.2017,13:20,5,x,a,,,,,2,,,,,,,2,,,,21,ne,21,ms,,799,,49,,,,,,24,,,702000-007737-17/0,,,,,
Westfalenstraße,139,mi,05.04.2017,09:45,2,,,,,1,,1,,,,,,,,,,1,92,,,,,183,,76,49,,,,,77,,,702000-018802-17/1,,,,,
Brüningheide,Bushaltestelle Meinertzstraße,fr,07.04.2017,19:30,5,x,a,,,,,2,,,,,,,,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-018695-17/3,,,,,
Cheruskerring,42,mo,20.03.2017,12:00,5,x,a,,,,,2,,,,,,,,,,1,92,,21,coe,,501,,89,,,,,,F,,,702000-015980-17/4,,,,,
Kinderhauser Straße,177,fr,24.03.2017,21:00,5,x,a,,,,,2,,,,,,,,,,1,92,,21,bg,,501,,89,49,,,2,,F,,,702000-015981-17/3,,,,,
Engelstraße,Parkhaus,mi,05.04.2017,11:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,bor,,703,,14,,,,,,75,,,,,,,,
Coermühle,Ashölterweg,mi,05.04.2017,08:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,799,,49,,,,,,46,,,,,,,,
Alter Mühlenweg,Warendorfer Straße,mi,05.04.2017,07:30,5,,m,,,,,2,,,,,,,2,,,,21,gt,21,ms,,621,,14,,,,,,35,,,,,,,,
Uppenkampstiege,,mi,05.04.2017,13:30,5,,o,,,,,2,,,,,,,1,1,,,40,os,21,coe,,711,,36,,,,,,24,,,,,,,,
Cheruskerring,Kanalstraße,mi,05.04.2017,13:40,5,,m,,,,,2,,,,,,,2,,,,21,bi,21,os,,621,,14,,,,,,73,,,,,,,,
Dieckmannstraße,148,mi,05.04.2017,15:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,59,,,,,,,,
Westfalenstraße,124,mi,05.04.2017,17:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,301,,37,,,,,,19,,,,,,,,
Hanses-Kettler-Straße,8,mi,05.04.2017,16:40,5,,o,,,,,2,,1,,,,,1,,,,71,,21,coe,,799,,14,,,,,,11,,,,,,,,
Hammer Straße,Aral-Tankstelle,mi,05.04.2017,18:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ham,,651,,14,,,,,,26,,,,,,,,
Osterstraße,77,mi,05.04.2017,15:55,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,gt,,501,,14,,,,,,65,,,,,,,,
Diepenbrockstraße,6,mi,05.04.2017,19:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,42,,,,,,,,
Albersloher Weg,Höhe Bosch Coler,mi,05.04.2017,16:40,5,,z,,,,,2,,,,,,,2,,,,21,st,21,waf,,641,,26,,,,,,32,,,,,,,,
Goebenstraße,Geiststraße,di,04.04.2017,09:00,5,,a,,,,,2,,,,,,,2,,,,21,te,21,ms,,232,,34,,,,,,53,,,,,,,,
Wilhelmstraße,51,mi,05.04.2017,08:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,coe,,599,,49,,,,,,?,,,,,,,,
Weseler Straße,Parkplatz Poco,di,04.04.2017,13:00,5,,m,,,,,2,,,,,,,1,1,,,46,,21,re,,299,,35,,,,,,47,,,,,,,,
Schorlemer Straße,15,di,04.04.2017,15:40,5,,m,,,,,2,,,,,,,,,,,40,un,21,coe,,721,,36,,,,,,19,,,,,,,,
Gut Insel,41,mi,05.04.2017,08:00,5,,m,,,,,2,,,,,,,2,,,,21,be,21,st,,702,,14,,,,,,22,,,,,,,,
Eisenbahnstraße,17,mi,05.04.2017,15:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lh,,629,,14,,,,,,33,,,,,,,,
Yorkring,Steinfurter Straße,mi,05.04.2017,15:20,5,,m,,,,,2,,,,,,,2,,,,21,vec,21,ms,,631,,26,,,,,,75,,,,,,,,
Kärntner Straße,Unterführung,mi,05.04.2017,23:15,5,,m,,,,,1,,,,,,,,,,1,21,ms,,,,199,,49,,,,2,,83,,,,,,,,
Breite Gasse,27,mi,05.04.2017,21:05,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,rv,,501,,14,,,,2,,61,,,,,,,,
Jüdefelder Straße,70,mi,05.04.2017,14:53,5,,o,,,,,2,,1,,,,,,1,,,40,waf,71,,,711,,36,,,,,,64,,,,,,,,
Rüschhausweg,Überführung BAB 1,mi,05.04.2017,06:15,5,,o,,,,,1,,,,,,,1,,,,,,21,ms,,751,,86,,,,1,,?,,,,,,,,
Schulstraße,6,di,04.04.2017,20:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,501,,14,,,,2,,21,,,,,,,,
Ludwig-Wolker-Straße,Höhe Friedhof,di,04.04.2017,12:45,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,ms,,703,,14,,,,,,67,,,,,,,,
Waldeyer Straße,1,di,04.04.2017,11:25,5,,o,,,,,1,,,,,,,,,,1,59,boh,,,,141,,14,,,,,,29,,,,,,,,
Bremer Platz,Taxistand HBF,mi,05.04.2017,20:45,5,,m,,,,,2,,,,,,,2,,,,21,wl,21,ms,,711,,36,,,,1,,22,,,,,,,,
Moselstraße,24,mi,05.04.2017,12:52,5,,m,,,,,5,,,,,,,5,,,,21,ms,21,st,,799,,49,,,,,,80,,,,,,,,
Zum Kaiserbusch,13,mi,05.04.2017,14:00,5,,m,,,,,2,,,,,,,1,1,,,51,pl,21,st,,711,,36,,,,,,35,,,,,,,,
Hohenzollernring,59,mi,05.04.2017,10:15,5,,m,,,,,2,,,,,,,2,,,,21,en,21,gra,,601,,14,,,,,,27,,,,,,,,
Albersloher Weg,10,so,12.03.2017,04:15,3,,a,,,,1,2,,2,n/n,,,,,,,,71,,71,,,681,01,9,,,,2,,32,33,"0,96 o/oo",702000-013166-17$,,,,,
Hammer Straße,385,di,28.03.2017,18:50,5,x,a,,,,,2,,,,,,,2,,,,92,,21,ms,,703,,49,,,,,,F,,,,,,,,
Osttor,Ringstraße,mi,29.03.2017,15:54,3,,a,,,,1,2,,2,n,,,,,,,,71,,71,,,651,,89,14,,,,,47,,,702000-016865-17/8,,,,,
Idenbrockplatz,Parkplatz Aldi,do,06.04.2017,09:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,os,,711,,36,,,,,1,78,,,,,,,,
Wehrstraße,3,do,06.04.2017,13:00,5,,m,,,,,2,,,,,,,2,,,,21,te,21,ms,,701,,14,,,,,,35,,,,,,,,
Amelsbürener Straße,215,do,06.04.2017,08:00,5,,o,,,,,1,,,,,,,1,,,,,,21,waf,,751,,86,,,,,,?,,,,,,,,
Roxeler Straße,Marktkauf,do,06.04.2017,10:40,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,66,,,,,,,,
Steinfurter Straße,Leonardo Campus,do,06.04.2017,06:25,5,,m,,,,,2,,,,,,,2,,,,21,bor,21,coe,,601,,73,,,,1,1,33,,,,,,,,
Marktallee,25,do,06.04.2017,09:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,601,,14,,,,,,43,,,,,,,,
Weseler Straße,303,do,06.04.2017,20:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,63,,,,,,,,
Kiesekamps Mühle,Am Mittelhafen,do,06.04.2017,15:10,5,,o,,,,,2,,,,,,,1,1,,,44,b,21,os,,592,,14,,,,,,41,,,,,,,,
Warendorfer Straße,14-16,do,06.04.2017,14:42,5,,o,,,,,2,,,,,,,2,,,,21,lp,21,waf,,711,,36,,,,,,?,,,,,,,,
Niels-Stensen-Straße,14,do,06.04.2017,13:15,5,,o,,,,,2,,,,,,,2,,,,93,,21,bor,,799,,89,,,,,,51,,AWM,,,,,,
Lingener Straße,Hansaring,do,06.04.2017,09:25,5,,o,,,,,2,,,,,,,2,,,,21,pb,21,ms,,302,,28,,,,,,32,,,,,,,,
Krüsbreede,23,do,06.04.2017,07:35,5,,m,,,,,2,,,,,,,1,,,1,59,,21,ms,,571,,36,,,,,,32,,,,,,,,
Hammer Straße,286,do,06.04.2017,08:23,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,29,,,,,,,,
Marktallee,42,fr,07.04.2017,11:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,71,,,,,,,,
Westfalenstraße,48,so,09.04.2017,10:12,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,,,22,,,,,,,,
Hagenbergstraße,27,fr,07.04.2017,17:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,te,,711,,36,,,,,,53,,,,,,,,
Vogelrohrsheide,140,sa,08.04.2017,14:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,712,,36,,,,,,44,,,,,,,,
Zum Erlenbusch,5,sa,08.04.2017,10:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,28,,,,,,,,
Eulerstraße,8,sa,01.04.2017,17:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,77,,,,,,,,
Albertsheide,1,sa,08.04.2017,09:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,651,,14,,,,,,63,,,,,,,,
Goebenstraße,38,so,09.04.2017,13:00,5,x,a,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,,,,
B51,Industrieweg,mo,10.04.2017,18:30,5,,m,,,,,2,,,,,,,1,1,,,40,os,21,bor,,601,,14,,,,,,23,,,,,,,,
Hafenweg,30,mo,10.04.2017,13:10,5,,m,,,,,2,,,,,,,1,1,,,40,lün,21,st,,711,,49,,,,,,30,,,,,,,,
Münzstraße,Buddenstraße,mo,10.04.2017,14:40,5,,o,,,,,3,,1,,,,,2,,,,21,ms,21,be,,303,,28,,,,,,35,,,,,,,,
Hülsebrockstraße,36,do,30.03.2017,15:50,5,,m,,,,,2,,,,,,,2,,,,21,mtk,21,ms,,681,,24,,,,,,49,,,,,,,,
Meinertzstraße,Brüningheide,so,09.04.2017,17:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,323,,34,,,,,,45,,,,,,,,
Manfred-von-Richthofen-Straße,23,mo,10.04.2017,14:30,5,,m,,,,,2,,,,,,,2,,,,21,st,21,coe,,703,,36,,,,,,26,,,,,,,,
Hammer Straße,343,mo,10.04.2017,14:27,5,,m,,,,,2,,,,,,,2,,,,21,os,21,ms,,601,,14,,,,,,35,,,,,,,,
Emsländerweg,3,mo,10.04.2017,06:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,599,,14,,,,,,39,,,,,,,,
Breul,43,sa,08.04.2017,13:10,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,501,,14,,,,,,59,,,,,,,,
Sendenweg,17,fr,07.04.2017,07:30,5,,o,,,,,2,,,,,,,1,1,,,59,coe,21,ms,,501,,14,,,,,,32,,Remondis,,,,,,
Südstraße,58,so,09.04.2017,19:00,5,,o,,,,,2,,,,,,,2,,,,21,gb,21,ms,,711,,36,,,,,,65,,,,,,,,
Robert-Blum-Straße,3,fr,07.04.2017,09:45,5,,m,,,,,2,,,,,,,2,,,,21,bad,21,waf,,711,,36,,,,,,61,,,,,,,,
Osttor,zw. Albersloher Weg und Pfarrer-Ewink-Weg,mo,10.04.2017,20:45,5,,o,,,,,1,,,,,,,1,,,,,,21,ms,,751,,86,,,,2,,44,,,,,,,,
Moränenstraße,9,mo,10.04.2017,16:40,5,,o,,,,,1,,,,,,,,1,,1,40,ms,,,,102,,14,49,,,,,26,,,,,,,,
Lehmkamp,5,mo,10.04.2017,10:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,79,,,,,,,,
