vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,igvp
Havixbecker Straße,2,di,10.04.2018,11:36,5,,o,,,,,2,,1,j,,,,1,,,,71,,21,st,,231,,14,,,,,,87,,,
Warendorfer Straße,43,mi,28.03.2018,14:30,5,,o,,,,,2,,,,,,,1,1,,,21,ms,46,ko,,711,,36,,,,,1,57,,,
Weseler Straße,60,so,08.04.2018,15:10,5,,m,,,,,2,,,,,,,2,,,,21,re,21,ms,,703,,36,,,,,,40,,,
Frie-Vendt-Platz,Busparkplatz,so,08.04.2018,07:10,5,,m,,,,,1,,,,,,,,,1,,31,PL,,,,703,,36,,,,,,45,,,
Killingstraße,31,so,08.04.2018,10:50,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,703,,36,,,,,,32,,,
Hansaplatz,Schillerstraße,so,08.04.2018,20:17,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,1,,25,,,
Kissenkötterweg,41,so,08.04.2018,12:30,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,711,,36,,,,,,31,,,
Stiegkamp,63,so,08.04.2018,17:20,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,711,,36,,,,,,71,,,
Hohenzollernring,ggü. 97,mo,09.04.2018,11:50,5,,o,,,,,2,,,,,,,1,1,,,51,st,21,coe,,501,,14,,,,,,46,,,
Domagkstraße,15,mo,09.04.2018,10:00,5,,m,,,,,3,,,,,,,3,,,,21,ms,21,coe,,501,,14,,,,,,73,,,
Albersloher Weg,Am Blaukreuzwäldchen,mo,09.04.2018,16:50,5,,m,,,,,3,,,,,,,3,,,,21,waf,21,ms,,601,,14,,,,,,59,,,
Duddeyheide,25,mo,09.04.2018,15:20,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,ms,,321,,28,,,,,,17,,,
Düesbergweg,124,mo,09.04.2018,14:15,5,,o,,,,,2,,,,,,,1,1,,,40,kr,21,aic,,711,,36,,,,,,25,,,
Loddenheide,5,mo,09.04.2018,13:15,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,35,,,
An der Germaniabrauerei,7,mo,09.04.2018,15:25,5,,o,,,,,2,,,,,,,2,,,,21,st,21,coe,,711,,36,,,,,,48,,,
Studtstraße,16,mo,09.04.2018,16:25,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,os,,501,,14,,,,,,20,,,
Albert-Schweitzer-Straße,1,mo,09.04.2018,10:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,703,,14,,,,,,49,,,
Catharina-Müller-Straße,4,mo,09.04.2018,12:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,os,,703,,36,,,,,,33,,,
Stubengasse ,Parkhaus,mo,09.04.2018,15:15,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,703,,14,,,,,,60,,,
Geiststraße,Parkplatz Geistmarkt,mo,09.04.2018,21:05,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2,,29,,,
Bremer Platz,Parkhaus,do,12.04.2018,23:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,2/3,,44,,,
Wilkinghege,200m v. Steinfurter Straße,fr,13.04.2018,00:20,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,86,,,,2,,38,,,
Catharina-Müller-Straße,60,di,10.04.2018,09:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,74,,,
Wienburgstraße,21,di,10.04.2018,18:35,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,23,,,
Raesfeldstraße,Kellermannstraße,do,12.04.2018,05:50,5,,m,,,,,2,,,,,,,2,,,,21,so,21,h,,594,,14,,,,1,,18,,,
Zum Heidehof,Recyclinghof,do,12.04.2018,19:15,5,,o,,,,,2,,,,,,,1,,,1,59,ms,21,ms,,501,,14,,,,,,63,,,
Catharina-Müller-Straße,Parkplatz Rewe,do,12.04.2018,14:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lp,,703,,14,,,,,,51,,,
Goldstraße,23,mi,11.04.2018,12:00,5,,m,,,,,2,,,,,,,2,,,,21,din,21,be,,711,,36,,,,,,42,,,
Soester Straße,Hansaring,do,12.04.2018,07:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,35,,,
Dülmener Straße,18,do,12.04.2018,18:25,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,711,,36,,,,,,49,,,
Gremmendorfer Weg,8,do,12.04.2018,09:15,5,,o,,,,,2,,1,n,,,,1,,,,21,el,71,,,341,,10,37,,,,,52,,,
An den Speichern,9,do,12.04.2018,10:00,5,,o,,,,,2,,,,,,,2,,,,21,do,21,ms,,703,,14,,,,,,28,,,
Hammer Straße,Bernhardstraße,do,12.04.2018,17:15,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,st,,621,,14,,,,,,38,,,
Manfred-von-Richthofen-Straße,9,do,12.04.2018,21:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,be,,711,,36,,,,2,,56,,,
Bremer Straße,Schillerstraße,do,12.04.2018,13:45,5,,m,,,,,2,,,,,,,2,,,,21,m,21,ms,,644,,26,,,,,,28,,,
Am Kreuztor,Höhe Promenade,mi,11.04.2018,20:10,5,,o,,,,,2,,,,,,,1,,1,,33,ms,21,coe,,501,,14,,,,,,51,,,
Lublinring,Gartenstraße,mi,11.04.2018,17:40,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,coe,,251,,14,,,,,,53,,,
Dingbängerweg,400,mi,11.04.2018,19:00,5,,o,,,,,2,,,,,,,2,,,,21,h,21,hh,,703,,14,,,,,,64,,,
Von-Vincke-Straße,Windthorststraße,mi,11.04.2018,07:00,5,,o,,,,,2,,,,,,,1,,1,,33,coe,21,ms,,623,,14,,,,,,49,,,
Friesenring,Jahnstraße,mi,11.04.2018,07:45,5,,m,,,,,2,,,,,,,2,,,,21,ham,21,ms,,623,,14,,,,,3,36,,,
Bahnhofstraße,Bussteig B1,mi,11.04.2018,14:50,5,,o,,,,,2,,,,,,,,,2,,33,st,33,waf,,501,,14,,,,,,49,,,
Ludgeristraße,100,mi,11.04.2018,16:50,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,ms,,703,,36,,,,2/3,,62,,,
Dunantstraße,7,mi,11.04.2018,13:05,5,,m,,,,,2,,,,,,,1,1,,,44,bn,21,bor,,711,,36,,,,,,29,,,
Ludgeriplatz,Ludgeristraße,mi,11.04.2018,15:35,5,,o,,,,,2,,,,,,,1,,1,,33,waf,21,ms,,621,,14,,,,,,46,,,
Friedrich-Ebert-Straße,Hammer Straße,so,08.04.2018,20:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,lh,,623,,14,,,,1,,29,,,
Robert-Bosch-Straße,2,mi,11.04.2018,18:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,45,,,,,,21,,,
Roxeler Straße,Gievenbecker Reihe,mi,11.04.2018,12:50,5,,m,,,,,2,,,,,,,1,1,,,21,st,46,ms,,501,,14,,,,,,81,,,
Pleistermühlenweg,72,mi,11.04.2018,13:10,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,703,,14,,,,,,56,,,
B 51,Spinne FR ausw.,mi,11.04.2018,16:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,621,,14,,,,,,32,,,
Höltenweg,An den Loddenbüschen,mi,11.04.2018,16:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,27,,,
Rilkeweg,11,mi,11.04.2018,17:55,5,,o,,,,,2,,1,j,,,,1,,,,71,,21,ler,,502,,14,,,,,,7,,,
Franz-Marc-Weg,39a,di,10.04.2018,10:35,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,ms,,502,,14,,,,,,18,,,
Düesbergweg,13,di,10.04.2018,17:25,5,,m,,,,,2,,,,,,,,2,,,44,ms,44,ms,,501,,14,,,,,,27,,,
Ottmarsbocholter Straße,5m v. Bereichsgrenze,di,10.04.2018,23:50,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,86,,,,2,,22,,,
Osthofstraße,Niederort,di,10.04.2018,06:15,5,,,o,,,,1,,,,,,,1,,,,21,coe,,,,751,,86,,,,1,,44,,,
Agathastraße,8,sa,07.04.2018,10:45,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,ms,,502,,14,,,,,,18,,,
Dorotheenstraße,17,sa,07.04.2018,10:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,bs,,711,,36,,,,,,52,,,
Mondstraße,Pleistermühlenweg,sa,07.04.2018,15:10,5,,m,,,,,2,,,,,,,2,,,,21,row,21,coe,,601,,14,,,,,,53,,,
Albersloher Weg,Hafenplatz,sa,07.04.2018,02:00,5,,o,,,,,2,1,1,n,,,,,,,,81,,71,,,401,,49,64,,,2,,37,,,
Alter Steinweg,Parkhaus,sa,07.04.2018,11:00,5,,m,,,,,2,,,,,,,2,,,,21,bf,21,ham,,703,,36,,,,,,46,,,
Eulerstraße,8,sa,07.04.2018,13:20,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,799,,14,,,,,,25,,,
Kanalstraße,Coerdeplatz,so,08.04.2018,22:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2/3,,58,,,
Bonhoefferstraße,Von-Stauffenbergstraße,di,10.04.2018,08:55,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,coe,,501,,14,,,,,,43,,,
Warendorfer Straße,Handorfer Straße,di,10.04.2018,08:25,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,ms,,623,,14,,,,,,63,,,
Bonhoefferstraße,Parkplatz LAFP,di,10.04.2018,07:50,5,,o,,,,,2,,,,,,,2,,,,21,kr,21,nrw,,703,,36,,,,,,18,,,
Scheibenstraße,75,di,10.04.2018,09:05,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,su,,501,,14,,,,,,43,,,
Handorfer Straße,12,di,10.04.2018,16:25,5,,m,,,,,3,,,,,,,3,,,,21,ms,21,ms,,701,,14,49,,,,,73,,,
Altumstraße,15,di,10.04.2018,21:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,gt,,501,,14,,,,2,,60,,,
Heroldstraße,Brücke BAB 1,di,10.04.2018,22:45,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,86,,,,2,,36,,,
Goebenstraße,48,di,10.04.2018,12:50,5,,o,,,,,2,,,,,,,1,,1,,33,st,21,ms,,501,,14,,,,,,31,,,
Südstraße,6a,di,10.04.2018,17:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,303,,37,,,,,,34,,,
Westfalenstraße,188,di,10.04.2018,18:30,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,coe,,601,,14,,,,,,24,,,
Meesenstiege,Parkplatz Rossmann,di,10.04.2018,10:30,5,,o,,,,,2,,,,,,,2,,,,21,lh,21,ms,,703,,44,,,,,,37,,,
Am Getterbach,201,do,12.04.2018,06:20,5,,,o,,,,1,,,,,,,1,,,,21,coe,,,,751,,86,,,,,1,49,,,
Kirchherrngasse,Alter Steinweg,mi,11.04.2018,09:55,5,,m,,,,,3,,2,P/P,,,,,1,,,44,lp,71,,,501,,14,,,,,,62,,,
Schorlemer Straße,15,mi,11.04.2018,13:27,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,594,,14,,,,,,58,,,
Schlossplatz,Frauenstraße,di,10.04.2018,10:00,5,,o,,,,,2,,,,,,,1,,,1,21,ms,59,ms,,501,,14,,,,,,32,,,
Südstraße,41,di,03.04.2018,14:45,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,st,,711,,36,,,,,,32,,,
Münzstraße,ggü. 51,mo,02.04.2018,19:40,5,,m,,,,,2,,,,,,,2,,,,21,bf,21,ms,,703,,36,,,,1,,38,,,
Piusallee,76,do,12.04.2018,13:45,5,,o,,,,,1,,,,,,,,1,,,44,bn,,,,799,,14,,,,,,21,,,
Einsteinstraße,Orleans-Ring,do,12.04.2018,15:00,5,,m,,,,,2,,,,,1,,1,,,,21,mi,01,,,711,,36,,,,,,38,,,
Krummer Timpen,66,di,10.04.2018,16:52,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,46,,,
Hafenstraße,Ludgeriplatz,mo,16.04.2018,16:05,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,ms,,621,,14,,,,,,31,,,
Weseler Straße,316,mo,16.04.2018,14:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,bor,,703,,36,,,,,,20,,,
Körnerstraße,24,sa,14.04.2018,18:10,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,el,,501,,14,,,,,,34,,,
Wienburgstraße,207,fr,13.04.2018,22:30,5,,z,,,,,1,,,,,,,1,,,,21,ms,,,,799,,14,,,,2/3,,21,,,
Bahnhofstraße,HBF Taxistand,fr,13.04.2018,07:07,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,60,,,
Friesenring,Jahnstraße,fr,13.04.2018,14:25,5,,z,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,601,,14,,,,,,20,,,
Geiststraße,Weseler Straße,mo,16.04.2018,21:48,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,712,,36,,,,2/3,,22,,,
Theodor-Scheiwe-Straße,1,mo,16.04.2018,17:10,5,,m,,,,,2,,,,,,,1,1,,,40,be,21,ms,,703,,36,,,,,,56,,,
Corrensstraße,50,mo,16.04.2018,13:50,5,,o,,,,,2,,,,,,,1,1,,,44,os,21,ham,,501,,14,,,,,,60,,,
Weseler Straße,561,mo,16.04.2018,18:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,22,,,
hansaring,16,mo,16.04.2018,17:10,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,44,,,
Marktallee,42,mo,16.04.2018,10:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,501,,14,,,,,,20,,,
Ronnebergweg,47,sa,14.04.2018,09:45,5,,m,,,,,2,,,,,,,2,,,,21,k,21,ms,,501,,14,,,,,,32,,,
Warendorfer Straße,Alter Mühlenweg,sa,14.04.2018,12:15,5,,m,,,,,3,,,,,,,3,,,,21,waf,21,dn,,623,,14,,,,,,61,,,
Hammer Straße,B 51,mi,11.04.2018,17:05,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,os,,641,,26,,,,,,39,,,
Mecklenbecker Straße,113,mi,11.04.2018,10:15,5,,o,,,,,1,,,,,,,1,,,,21,wes,,,,711,,36,,,,,,27,,,
Wolbecker Straße,116,so,15.04.2018,09:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,1,61,,,
An den Lodenbüschen,85,mo,16.04.2018,16:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,57,,,
Am Max-Clemens-Kanal,100m h. Heidegrund,sa,14.04.2018,04:50,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,86,,,,2,,38,,,
Arnheimweg,27,sa,14.04.2018,12:00,5,,o,,,,,1,,,,,,,,1,,,44,bn,,,,799,,14,,,,,,35,,,
Raesfeldstraße,Dettenstraße,sa,14.04.2018,13:30,5,,o,,,,,2,,,,,,,1,1,,,40,ms,21,d,,594,,14,,,,,,39,,,
schulstraße,5,sa,14.04.2018,15:25,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,st,,599,,49,,,,,,34,,,
Hoyastraße,8,sa,14.04.2018,16:10,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,54,,,
Aegidiimarkt,1,sa,14.04.2018,17:30,5,,o,,,,,2,,,,,,,2,,,,21,st,21,el,,703,,14,,,,,,29,,,
Friedensstraße,Sternstraße,sa,14.04.2018,11:00,5,,o,,,,,2,,,,,,,2,,,,21,ge,21,st,,711,,36,,,,,,31,,,
Hammer Straße,26,sa,14.04.2018,14:00,5,,m,,,,,2,,,,,,,2,,,,21,st,21,cw,,501,,14,,,,,,45,,,
Promenade,Salzstraße,sa,14.04.2018,13:25,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,711,,36,,,,,,61,,,
Grevingstraße,32,sa,14.04.2018,12:40,5,,m,,,,,2,,,,,,,1,1,,,44,bn,21,ms,,711,,36,,,,,,24,,,
Hammer Straße,B 51,sa,14.04.2018,17:10,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,24,,,
Hafenweg,ggü. 16,fr,13.04.2018,12:20,5,,o,,,,,2,,,,,,,1,1,,,40,ms,21,os,,711,,36,,,,,,61,,,
Kinderhauser Straße,Jahnstraße,fr,13.04.2018,13:55,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,st,,501,,14,,,,,,33,,,
Gittruper Straße,Gelmerheide,so,15.04.2018,13:15,5,,o,,,,,2,,,,,,,1,,1,,33,st,21,ms,,326,,28,,,,,,31,,,
Albert-Schweitzer-Straße,Höhe UKM,sa,14.04.2018,00:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,551,,37,,,,2/3,,49,,,
Hörster Platz,Goldstraße,sa,14.04.2018,10:45,5,,o,,,,,2,,,,,,,2,,,,21,un,21,ms,,711,,36,,,,,,41,,,
Westhoffstraße,140,sa,14.04.2018,14:10,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,26,,,
Friedensstraße,21,sa,14.04.2018,18:00,5,,o,,,,,2,,,,,,,2,,,,21,od,21,ms,,501,,14,,,,,,33,,,
Steinfurter Straße,Zufahrt Westfalen-Waschstraße,sa,14.04.2018,17:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,712,,36,,,,,,63,,,
Gasselstiege,23,sa,14.04.2018,17:55,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,,39,,,
Schiffahrter Damm,88,sa,14.04.2018,07:40,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,592,,14,37,,,,,57,,,
Kerßenbrockstraße,23,sa,14.04.2018,18:10,5,,m,,,,,2,,,,,,,1,1,,,40,hh,21,ms,,701,,14,,,,,,31,,,
Mecklenbecker Straße,Echelmeyerstraße,fr,13.04.2018,15:50,5,,o,,,,,2,,,,,1,,1,,,,01,,21,b,,501,,14,,,,,,25,,,
B 51,Zw. Dyckburg- und Warendorfer Straße,di,27.03.2018,16:45,5,,o,,,,,2,,,,,,,2,,,,21,re,21,waf,,601,,14,,,,,,70,,,
Kellermannstraße,2,so,15.04.2018,15:15,5,,o,,,,,2,,,,,,,2,,,,21,me,21,os,,711,,36,,,,,,21,,,
Alter Steinweg,Pension Schmidt,so,15.04.2018,16:55,5,,o,,,,,2,,1,P,,,,1,,,,21,ms,71,,,799,,49,,,,,1,76,,,
Ludgeriplatz,2,so,15.04.2018,03:15,5,,m,,,,,1,,,,,,,1,,,,21,gt,,,,799,,49,,,,2,1,23,,,
Weseler Straße,44,so,15.04.2018,18:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,32,,,
Warendorfer Straße,58,so,15.04.2018,10:25,5,,o,,,,,2,,,,,,,2,,,,21,pb,21,ms,,501,,14,,,,,1,21,,,
Münzstraße,35,so,15.04.2018,13:01,5,,m,,,,,3,,,,,,,3,,,,21,st,21,ms,,601,,14,,,,,,31,,,
Kardinal-von-Galen-Ring,,so,15.04.2018,15:05,5,,o,,,,,2,,,,,,,2,,,,21,so,21,ms,,631,,26,,,,,,76,,,
Westhoffstraße,110,fr,13.04.2018,10:00,5,,o,,,,,2,,,,,,,1,,,1,59,st,21,ms,,711,,36,,,,,,52,,,
Rudolf-von-Langen-Straße,26,fr,13.04.2018,09:11,5,,o,,,,,2,,,,,,,2,,,,21,st,21,st,,599,,45,,,,,,47,,,
Kerßenbrockstraße,Tannenbergstraße,fr,13.04.2018,07:00,5,,o,,,,,2,,,,,,,1,1,,,21,ms,40,ms,,231,,14,,,,,,41,,,
Giut Insel,Parkplatz,fr,13.04.2018,07:25,5,,m,,,,,2,,,,,,,2,,,,21,be,21,st,,703,,36,,,,,,20,,,
Hohenzollernring,99,fr,13.04.2018,07:20,5,,o,,,,,2,,,,,,,1,,,1,59,st,21,ms,,501,,14,,,,,,34,,,
Kurneystraße,29,fr,13.04.2018,14:45,5,,o,,,,,1,,,,,,,,1,,,44,ms,,,,799,,49,,,,,,50,,,
Ludgeriplatz,Ludgeristraße,fr,13.04.2018,17:45,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,252,,14,,,,,,30,,,
Von-Staufenbergstraße,36,fr,13.04.2018,12:07,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,coe,,711,,36,,,,,,21,,,
Eisenbahnstraße,11,fr,13.04.2018,13:20,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,631,,26,,,,,,75,,,
Königsberger Straße,An der Kleimannbrücke,fr,13.04.2018,14:10,5,,m,,,,,2,,,,,,,2,,,,25,waf,21,ms,,302,,28,,,,,,58,,,
Westfalenstraße,Nottebrock,fr,13.04.2018,11:20,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,lp,,651,,14,,,,,,53,,,
Rote Erde,60,fr,13.04.2018,15:00,5,,o,,,,,1,,,,,,,1,,,,21,b,,,,711,,36,,,,,,31,,,
Thierstraße,26,fr,13.04.2018,02:30,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,86,,,,2,1,45,,,
Grevener Straße,88a,fr,13.04.2018,09:10,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,601,,14,,,,,,52,,,
Grevener Straße,Westhoffstraße,fr,13.04.2018,08:12,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,631,,26,,,,,1,37,,,
Kampstraße,1,fr,13.04.2018,20:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,,28,,,
Hoher Heckenweg,243,fr,13.04.2018,16:10,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,211,,32,,,,,,44,,,
Königsstraße,Parkplatz ggü. AOK,fr,13.04.2018,19:17,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,te,,703,,36,,,,,,47,,,
Kurze Straße,6,mo,16.04.2018,15:00,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,141,,49,,,,,,23,,,702000-019507-18/0
Tegederstraße,28,do,12.04.2018,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hh,,799,,49,,,,,,F,,,702000-019014-18/4
Kanalstraße,57,do,12.04.2018,08:30,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,49,,,,,,37,,,702000-018808-18/2
Düesbergweg,36,mo,16.04.2018,14:30,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,501,,49,,,,,,F,,,702000-019510-18/8
Melchersstraße,86,di,13.03.2018,20:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,hm,,712,,36,,,,2/3,1,70,,,702000-013280-18/1
Domplatz,10,sa,10.03.2018,15:15,5,X,,,,,,2,,,,,,,1,1,,,40,coe,21,ms,,703,,36,,,,,,48,,,702000-012754-18/1
Zeisigweg,18,do,12.04.2018,15:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,799,,49,,,,,,F,,,702000-019120-18/1
Fuggerstraße,2,fr,06.04.2018,11:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-019089-18/6
Inselbogen,45,do,12.04.2018,19:20,5,X,,,,,,2,,,,,,,2,,,,21,,21,coe,,681,,49,,,,,1,F,,,702000-018981-18/9
An der Alten Ziegelei,33,di,03.04.2018,11:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-017221-18/6
Friedrich-Ebert-Straße,111,fr,13.04.2018,16:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,799,,49,,,,,,F,,,702000-019252-18/4
Schillerstraße,55,mi,28.03.2018,21:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,e,,799,,49,,,,,,F,,,702000-016379-18/2
Marktallee,11,mo,16.04.2018,07:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-019495-18/9
Regina-Protmann-Straße,Bröderichweg,mi,28.03.2018,07:35,5,,o,,,,,2,,,,,,,1,,1,,33,ms,21,st,,501,,14,,,,,1,54,,,
Tilbecker Straße,Bösenseller Straße,mo,05.02.2018,11:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,,702000-019446-18/3
Nevinghoff,18,mo,16.04.2018,18:19,3,,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,202,,35,23,,,,,61,18,,702000-019532-18/8
Rigaweg,4,mo,09.04.2018,08:00,5,X,,,,,,3,,,,,,,3,,,,21,,21,ms,,699,,49,,,,,,F,,,702000-018097-18/6
Dülmener Straße,33,mi,28.03.2018,08:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,re,,799,,49,,,,,1,F,,,702000-016291-18/0
Albersloher Weg,Lippstädter Straße,mi,28.03.2018,16:45,5,X,,,,,,2,,,,,,,1,,1,,33,ms,21,vec,,631,,26,,,,,1,58,,,702000-016306-18/8
Donders-Ring,22,mi,28.02.2018,14:40,5,X,,,,,,2,,,,,,,2,,,,21,pb,21,ms,,501,,49,,,,,,18,,,702000-010982-18/4
Annette-von-Droste-Hülshoff-Straße,12,di,27.02.2018,07:40,5,X,,,,,,2,,,,,,,1,1,,,51,coe,21,ms,,501,,49,,,,,,42,,,702000-010618-18/5
Mecklenbecker Straße,229,do,08.02.2018,00:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hn,,501,,49,,,,,,F,,,702000-007564-18/9
Hohenzollernring,Warendorfer Straße,fr,13.04.2018,22:05,3,,,,,,1,2,,,,,,,2,,,,21,lh,21,sl,,601,,49,,,,2/3,,22,62,,702000-019147-18/6
Hammer Straße,Ludgeriplatz,mi,18.04.2018,09:45,5,,a,,,,,2,,,,,,,2,,,,21,lh,21,ms,,252,,34,,,,,,76,,,702000-019859-18/9
Geiststraße,Parkplatz Geistmarkt,di,20.03.2018,08:30,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,49,,,,,,F,,,702000-014642-18/6
Orleans-Ring,12,di,17.04.2018,10:15,3,,,,,,1,2,,1,n,,,,1,,,,21,do,71,,,349,,34,,,,,,23,24,,702000-019648-18/5
Rotdornweg,2,do,05.04.2018,15:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,,702000-017478-18/8
Corrensstraße,25,di,10.04.2018,08:40,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-018422-18/2
Piusallee,143,mi,11.04.2018,16:05,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,371,,49,,,,,,34,50,,702000-018710-18/9
Waldeyerstraße,Parkhaus UKM,di,27.03.2018,06:00,5,X,,,,,,2,,,,,,,2,,,,21,waf,21,st,,703,,49,,,,,,30,,,702000-015960-18/9
